,Unnamed: 0,clstr_num,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub
specteral,2.0,4.0,0.8722206585983676,0.07465940710938722,0.13754535468193468,0.20965773900311147,0.8832432432432432,0.0295240733825602,0.05713819470346885,0.1774957802045838
agglomerative,0.0,2.0,0.8695468618069238,0.07451940471309004,0.13727450457655735,0.21027799808838185,0.8839639639639639,0.02958344388431945,0.0572508839695191,0.17854310292233544
kmeans,0.0,2.0,0.8695468618069238,0.07451940471309004,0.13727450457655735,0.21027799808838185,0.8839639639639639,0.02958344388431945,0.0572508839695191,0.17854310292233544
fcluster,0.0,2.0,0.8695468618069238,0.07451940471309004,0.13727450457655735,0.21027799808838185,0.8839639639639639,0.02958344388431945,0.0572508839695191,0.17854310292233544
