,Unnamed: 0,clstr_num,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub,Recall_n,Precision_n,F1_score_n,Acc_n
agglomerative,31.0,14.0,0.406,0.741,0.525,0.8809999999999999,0.5329999999999999,0.6709999999999999,0.594,0.919,0.287,0.48200000000000004,0.36,0.848
kmeans,27.0,10.0,0.445,0.657,0.531,0.873,0.57,0.581,0.575,0.9059999999999999,0.301,0.41,0.34700000000000003,0.831
specteral,29.0,12.0,0.419,0.7140000000000001,0.528,0.879,0.5329999999999999,0.626,0.5760000000000001,0.9129999999999999,0.287,0.451,0.35,0.8420000000000001
fcluster,31.0,14.0,0.406,0.741,0.525,0.8809999999999999,0.5329999999999999,0.6709999999999999,0.594,0.919,0.287,0.48200000000000004,0.36,0.848
skfuzzy,32.0,15.0,0.484,0.46,0.47200000000000003,0.825,0.626,0.41100000000000003,0.496,0.858,0.287,0.252,0.268,0.767
online,2.0,0.30000000000000004,0.8059999999999999,0.251,0.38299999999999995,0.654,0.737,0.141,0.23600000000000002,0.611,0.321,0.09,0.141,0.529
