,clstr_num,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub
0,2.0,0.8603996622572474,0.08329927245974005,0.15189307363609264,0.30575722449311615,0.8201801801801801,0.0310090193193275,0.05975870715345332,0.2717446566205031
1,3.0,0.7794821277793414,0.09250475967801196,0.1653827779768303,0.431537632440567,0.7924324324324324,0.036724673502789004,0.07019615980080762,0.4076525735667948
2,4.0,0.673515339150014,0.11975178902066756,0.2033480625424881,0.6186931852846074,0.7063063063063063,0.04904168543261773,0.09171521489904308,0.6052610172248999
3,5.0,0.6186321418519561,0.16495928552666142,0.26046511627906976,0.7461716795802574,0.6681081081081081,0.06957109084768659,0.1260195758564437,0.7385150387407724
4,6.0,0.6117365606529693,0.16970525082959204,0.26570092601081874,0.7556890976755537,0.6590990990990991,0.07140347452664454,0.12884818598097922,0.7485205295589042
5,7.0,0.5992119335772587,0.1720612599507011,0.26735315354911626,0.7627051430663169,0.6554954954954955,0.07350385905362267,0.1321851609621394,0.757143147662335
6,8.0,0.5728961441035745,0.170892452354966,0.26325659596482154,0.7683078111972017,0.6482882882882883,0.07551842834354798,0.13527841485881867,0.7661419884896183
7,9.0,0.5641711229946524,0.17147134302822925,0.26300596995342124,0.7715412929859883,0.6385585585585586,0.0757912745936698,0.13549990441598164,0.7700872429992068
8,10.0,0.5596678862932732,0.17123051752346508,0.2622313068706317,0.7724564293413052,0.6363963963963964,0.07603547748213209,0.13584092919503093,0.7715311248042624
9,11.0,0.5097101041373487,0.22399505256648114,0.31122185942601827,0.8369837105728754,0.5358558558558558,0.09196042053184911,0.15698073370282398,0.8376039696581458
10,12.0,0.5022516183506895,0.2547284276639783,0.33802149926599423,0.8578589876558274,0.5318918918918919,0.10534579972878452,0.17586083641129513,0.8593333740060602
11,13.0,0.47523219814241485,0.2673580872456654,0.3421999290672341,0.8679864966546682,0.5239639639639639,0.11511360937376297,0.18875762689861092,0.8729180647916539
12,14.0,0.4686180692372643,0.26974483596597815,0.34239884838825774,0.8699387875460111,0.5236036036036036,0.11769947347104091,0.1921957671957672,0.8758058284017652
13,15.0,0.4576414297776527,0.26965174129353237,0.33935093394552857,0.871250482988632,0.5113513513513513,0.11766169154228856,0.19130434782608696,0.8780123238362516
14,16.0,0.44511680270194204,0.3180812550281577,0.37102639296187684,0.8909564191731235,0.4854054054054054,0.13545856798069186,0.21180910448934664,0.8980639781994184
15,17.0,0.39037433155080214,0.3104297224709042,0.3458421643186635,0.8932951009700445,0.4533333333333333,0.14077887197851388,0.21484074801468708,0.9065035690317857
16,18.0,0.3813678581480439,0.3279283639883834,0.35263500325309044,0.8988265918288492,0.4526126126126126,0.15198451113262343,0.2275568439170215,0.9132959144245826
17,19.0,0.3788347875035182,0.3484789644012945,0.3630233969388443,0.9039411872368983,0.45225225225225224,0.16245954692556636,0.23904761904761906,0.918756228011307
18,20.0,0.37250211089220375,0.3487483530961792,0.36023407729994555,0.9043987554145567,0.4446846846846847,0.16258234519104084,0.2381090207428847,0.9197018689118012
19,21.0,0.369969040247678,0.35241286863270777,0.3609776191130029,0.9053545644967766,0.4381981981981982,0.16300268096514745,0.2376160234489497,0.9206576779940211
20,22.0,0.31846327047565437,0.32721226142278775,0.32277849094280414,0.9034429463323369,0.31207207207207205,0.12521688837478312,0.1787225260551027,0.919071441644805
21,23.0,0.316493104418801,0.3465331278890601,0.33083259782288915,0.9074898826591828,0.3099099099099099,0.1325115562403698,0.18564490016189963,0.923281068879263
22,24.0,0.294821277793414,0.33413078149920256,0.31324760765550236,0.9065950826673175,0.258018018018018,0.11419457735247208,0.15831951354339416,0.9225896325219124
23,25.0,0.2900365887981987,0.367379679144385,0.3241585404215162,0.9126146462489577,0.24576576576576575,0.12156862745098039,0.16267143709004173,0.9286091961035527
24,26.0,0.2534477905994934,0.3391713747645951,0.29010953608247425,0.9103776462692941,0.22918918918918918,0.11977401129943503,0.15732838589981446,0.9307241779025075
25,27.0,0.2534477905994934,0.3744282744282744,0.3022826451829473,0.915461737132166,0.22882882882882882,0.13201663201663202,0.16743572841133816,0.9357879324019279
26,28.0,0.2476780185758514,0.3752665245202559,0.29840623940318756,0.9158481280377443,0.22774774774774775,0.1347547974413646,0.16932350971198928,0.9369471051186626
27,29.0,0.23782718829158458,0.3698840008754651,0.28950749464668096,0.9156549325849551,0.20612612612612613,0.12519150798861894,0.15577342047930282,0.9369572733003885
