,Unnamed: 0,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub,Recall_n,Precision_n,F1_score_n,Acc_n
0,agglomerative,0.22061111111111112,0.2508888888888889,0.22544444444444445,0.7787222222222224,0.22088888888888886,0.18272222222222226,0.1892222222222222,0.8022222222222222,0.20783333333333334,0.1865555555555556,0.1940555555555556,0.8026111111111109
1,kmeans,0.20922222222222225,0.23666666666666675,0.213,0.7757222222222224,0.20677777777777773,0.17055555555555554,0.17638888888888887,0.7997777777777777,0.2133888888888889,0.1900555555555556,0.19894444444444448,0.8051111111111111
2,specteral,0.18405263157894736,0.2218947368421053,0.1911578947368421,0.7811052631578951,0.18484210526315786,0.16400000000000006,0.16363157894736846,0.8092631578947367,0.18252631578947373,0.17663157894736844,0.17657894736842109,0.809421052631579
3,fcluster,0.22061111111111112,0.2508888888888889,0.22544444444444445,0.7787222222222224,0.22088888888888886,0.18272222222222226,0.1892222222222222,0.8022222222222222,0.20783333333333334,0.1865555555555556,0.1940555555555556,0.8026111111111109
4,skfuzzy,0.7293000000000001,0.32955,0.40175,0.6212999999999999,0.6929500000000001,0.22515,0.29660000000000003,0.5962500000000001,0.67185,0.2451,0.3198,0.6077000000000001
0,online,0.7929999999999999,0.688,0.726,0.8759999999999999,0.7609999999999999,0.5329999999999999,0.608,0.8390000000000001,0.7390000000000001,0.585,0.635,0.8490000000000001
