,Unnamed: 0,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub,Recall_n,Precision_n,F1_score_n,Acc_n
0,agglomerative,0.17468749999999994,0.202125,0.179625,0.7610000000000001,0.17024999999999998,0.1509375,0.15062499999999998,0.7891250000000001,0.16043749999999998,0.14475000000000002,0.1505625,0.789375
1,kmeans,0.15617647058823525,0.1870588235294117,0.16194117647058826,0.7702352941176469,0.15735294117647056,0.14211764705882352,0.13941176470588235,0.7997647058823529,0.1423529411764706,0.13235294117647062,0.13588235294117648,0.795764705882353
2,specteral,0.14741176470588233,0.17170588235294115,0.15205882352941175,0.7601764705882355,0.14623529411764707,0.1323529411764706,0.13170588235294114,0.7934705882352941,0.15094117647058822,0.13647058823529412,0.14111764705882354,0.7918235294117647
3,fcluster,0.17511764705882346,0.19805882352941176,0.1781176470588235,0.7627058823529413,0.17705882352941174,0.14988235294117647,0.1524705882352941,0.791470588235294,0.1575294117647059,0.1401764705882353,0.14658823529411766,0.7894117647058825
4,skfuzzy,0.82875,0.1579,0.257,0.31145,0.81615,0.1168,0.1953,0.28565,0.8343499999999999,0.12200000000000005,0.21155,0.28595000000000004
0,online,0.315,0.851,0.45,0.851,0.385,0.833,0.516,0.8859999999999999,0.341,0.8270000000000001,0.479,0.884
