,clstr_num,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub
0,2.0,0.9283703912186885,0.09179967438041829,0.16707822056756447,0.3311878469892014,0.8814414414414414,0.03403698704479356,0.06554302098126959,0.2908099973562728
1,3.0,0.9197860962566845,0.1202067202471815,0.21262544934042515,0.5077888272019198,0.8781981981981982,0.04482003935776948,0.08528732414082733,0.46846846846846846
2,4.0,0.881508584294962,0.14891947792596819,0.2547946877097358,0.6274276533870213,0.7830630630630631,0.05166060433159784,0.09692671394799054,0.5882699855611819
3,5.0,0.8243737686462145,0.19172612423905216,0.31109930961232074,0.7361966933073028,0.7563963963963964,0.06869804280945212,0.12595637432866272,0.7037906981473573
4,6.0,0.7939769209119054,0.2378182431293205,0.36600713590658446,0.8012527199886116,0.7185585585585585,0.08404990726690272,0.15049624514132606,0.7711040611717812
5,7.0,0.7853926259499014,0.30369483593622465,0.43801750186398775,0.854381469505623,0.7189189189189189,0.10855961255917723,0.18863464447806355,0.8254936652227849
6,8.0,0.7393751759076836,0.36159669649002063,0.48567202810131266,0.886848473755923,0.6792792792792792,0.12973158981417757,0.21785611095059232,0.8623736603420576
7,9.0,0.7237545735997748,0.43852319236016374,0.5461399596474461,0.913082382608342,0.6587387387387388,0.1558663028649386,0.25208577535682275,0.889705732820857
8,10.0,0.6813960033774276,0.4540510127531883,0.5449634214969049,0.9177800825656356,0.6198198198198198,0.16129032258064516,0.25597142644542004,0.8983283509242878
9,11.0,0.7158739093723614,0.5107429718875502,0.5961560998476503,0.9299208915461737,0.6569369369369369,0.18303212851405623,0.2862976050255202,0.9075813962947146
10,12.0,0.6957500703630735,0.5052631578947369,0.585400509146883,0.9287922233746162,0.6335135135135135,0.17966274910577415,0.27993630573248407,0.9080389644723731
11,13.0,0.6723895299746693,0.5076498087547812,0.5785204019857125,0.9292091188253716,0.6054054054054054,0.1784955376115597,0.27570361860999426,0.9102454599068595
12,14.0,0.6245426400225161,0.5123528053567306,0.5629122272957889,0.9299208915461737,0.6126126126126126,0.19625952435927038,0.29728075544286087,0.9182783234701971
13,15.0,0.6189135941457923,0.5446439628482972,0.5794084711152098,0.9350761596811258,0.5881081081081081,0.20210526315789473,0.3008294930875576,0.9228641734285075
14,16.0,0.5714888826343935,0.5487837837837838,0.5599062456914381,0.9350863278628516,0.5610810810810811,0.2104054054054054,0.30604422604422604,0.9282024688345231
15,17.0,0.5797917253025612,0.5618437201690986,0.5706766396564859,0.9369674414821142,0.594954954954955,0.22514659757261693,0.32667194301543334,0.9307953551745877
16,18.0,0.5472839853644808,0.5783759666864962,0.5624005784526392,0.9384621641957985,0.5441441441441441,0.22456870910172516,0.31792820296873353,0.9341203505989059
17,19.0,0.462426118772868,0.5500502176096418,0.5024464831804282,0.9338254733288593,0.5127927927927928,0.23819886173418145,0.3252943193507829,0.9399772232729343
18,20.0,0.45440472839853646,0.5550971291043493,0.49972916505455384,0.9342627051430663,0.4990990990990991,0.23809523809523808,0.32239292364990685,0.9408008459927196
19,21.0,0.4030396847734309,0.548974506421315,0.4648218777894993,0.9329408415187196,0.37585585585585585,0.19992332758290204,0.261011011011011,0.9399467187277571
20,22.0,0.472558401350971,0.5731353473288957,0.5180100269957577,0.936459032395827,0.4252252252252252,0.20139955623826591,0.2733379661802178,0.9362048278526833
21,23.0,0.3602589361103293,0.5406546990496304,0.43239591250738957,0.9316596506212759,0.36108108108108106,0.21161562829989441,0.2668442077230359,0.9440139914180546
22,24.0,0.42780748663101603,0.5518242875294972,0.4819659135949267,0.9335509324222643,0.3499099099099099,0.17625703394445452,0.2344278126508933,0.9355133914953329
23,25.0,0.3924852237545736,0.5855553222758766,0.46996377116859045,0.9360319687633457,0.3715315315315315,0.21646021415074532,0.27354736004245156,0.944319036869827
24,26.0,0.3748944553898114,0.590818363273453,0.4587171760654326,0.9360726414902487,0.39675675675675676,0.24417831004657353,0.30230642504118616,0.94832530046977
25,27.0,0.42260061919504643,0.6264080100125157,0.5047058823529411,0.940068736908466,0.34234234234234234,0.19816437213183147,0.251023913330691,0.9423565777967584
26,28.0,0.3723613847452857,0.5837193911317009,0.4546782369619383,0.9354625505867041,0.35567567567567565,0.21773659827928524,0.27011494252873564,0.9457629186748826
27,29.0,0.33633549113425276,0.5982478097622027,0.4305918385731015,0.9357269233115735,0.30774774774774777,0.2137672090112641,0.25228951255539145,0.9485286641042848
