,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub,Recall_n,Precision_n,F1_score_n,Acc_n
online,0.477,0.451,0.419,0.756,0.54,0.415,0.422,0.774,0.502,0.424,0.427,0.778
