,Unnamed: 0,clstr_num,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub
specteral,11.0,13.0,0.7452856740782438,0.5534538614275264,0.6352023988005997,0.9381469505623004,0.7001801801801801,0.20305152053506115,0.31480881399870386,0.9139975189636588
agglomerative,16.0,18.0,0.6186321418519561,0.5942146526088132,0.6061776061776062,0.9419193459825514,0.5942342342342343,0.22289808056231414,0.3241914872702251,0.9300937506355114
kmeans,15.0,17.0,0.6671826625386997,0.6310395314787701,0.6486079759217457,0.947766050474854,0.5866666666666667,0.21669106881405564,0.3164852255054432,0.9284973461045696
fcluster,16.0,18.0,0.6186321418519561,0.5942146526088132,0.6061776061776062,0.9419193459825514,0.5942342342342343,0.22289808056231414,0.3241914872702251,0.9300937506355114
