,Unnamed: 0,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub,Recall_n,Precision_n,F1_score_n,Acc_n
0,agglomerative,0.22305882352941173,0.21700000000000005,0.20758823529411766,0.7587058823529412,0.228,0.16476470588235292,0.17494117647058827,0.7855294117647058,0.236,0.17676470588235296,0.1984117647058824,0.7849411764705883
1,kmeans,0.1987,0.20120000000000005,0.1893,0.7673500000000002,0.20705,0.15435,0.16430000000000006,0.7917000000000002,0.21735,0.17130000000000006,0.189,0.79535
2,specteral,0.2266666666666667,0.26805555555555555,0.23211111111111105,0.7863333333333333,0.22566666666666674,0.1911666666666667,0.19327777777777772,0.8105555555555555,0.1991111111111111,0.18994444444444447,0.1905,0.8085555555555557
3,fcluster,0.22305882352941173,0.21700000000000005,0.20758823529411766,0.7587058823529412,0.228,0.16476470588235292,0.17494117647058827,0.7855294117647058,0.236,0.17676470588235296,0.1984117647058824,0.7849411764705883
4,skfuzzy,0.8818999999999999,0.16335,0.26565000000000005,0.3000999999999999,0.8914000000000002,0.12435000000000004,0.20785,0.2755,0.88415,0.12645,0.22005,0.27514999999999995
0,online,0.47700000000000004,0.451,0.419,0.7559999999999999,0.54,0.415,0.42200000000000004,0.774,0.502,0.424,0.42700000000000005,0.778
