,Unnamed: 0,clstr_num,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub
specteral,10.0,12.0,0.2656909653813679,0.17275139537011622,0.2093706681452731,0.8550118967726191,0.258018018018018,0.06551377070180255,0.10449503794512552,0.8752160738616721
agglomerative,11.0,13.0,0.2573881227132001,0.14669554058389478,0.1868805558393788,0.8381632196530616,0.28396396396396395,0.06320179659929419,0.10339172078987073,0.8610314603542595
kmeans,3.0,5.0,0.3689839572192513,0.1117504155478839,0.17154633779318915,0.7424907977955382,0.363963963963964,0.04304649874270127,0.07698757527250552,0.7537469749659366
fcluster,11.0,13.0,0.2573881227132001,0.14669554058389478,0.1868805558393788,0.8381632196530616,0.28396396396396395,0.06320179659929419,0.10339172078987073,0.8610314603542595
