,Unnamed: 0,clstr_num,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub
specteral,13.0,15.0,0.488460455952716,0.2663035138867577,0.34468718967229406,0.8658003375836333,0.5740540540540541,0.12221881233696485,0.20153077360996904,0.8716470420759359
agglomerative,14.0,16.0,0.4451168027019421,0.3180812550281577,0.3710263929618768,0.8909564191731235,0.4854054054054054,0.13545856798069186,0.21180910448934664,0.8980639781994184
kmeans,16.0,18.0,0.3761609907120743,0.3008102633355841,0.3342921460730365,0.8917495373477314,0.36936936936936937,0.11534998874634254,0.1757996741274333,0.9022736054338764
fcluster,14.0,16.0,0.4451168027019421,0.3180812550281577,0.3710263929618768,0.8909564191731235,0.4854054054054054,0.13545856798069186,0.21180910448934664,0.8980639781994184
