,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub,Recall_n,Precision_n,F1_score_n,Acc_n
online,0.793,0.688,0.726,0.876,0.761,0.533,0.608,0.839,0.739,0.585,0.635,0.849
