,Unnamed: 0,clstr_num,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub
specteral,17.0,19.0,0.4905713481564874,0.4337979094076655,0.4604411570466253,0.9169259553006732,0.4554954954954955,0.15729218516674962,0.23383590787161224,0.915776950765664
agglomerative,23.0,25.0,0.3695468618069237,0.4988601823708207,0.4245755860953921,0.9276228824761557,0.3567567567567568,0.18806990881458965,0.24629929095658665,0.9383909869237184
kmeans,15.0,17.0,0.4935265972417675,0.3886733902249806,0.43486886973773947,0.9073170235698452,0.4385585585585586,0.13487753518785325,0.20630615358535345,0.9047851463201352
fcluster,23.0,25.0,0.3695468618069237,0.4988601823708207,0.4245755860953921,0.9276228824761557,0.3567567567567568,0.18806990881458965,0.24629929095658665,0.9383909869237184
