,Unnamed: 0,clstr_num,Recall,Precision,F1_score,Recall_sub,Precision_sub,F1_score_sub,Recall_n,Precision_n,F1_score_n
agglomerative,18.0,20.0,0.235,0.149,0.235,0.163,0.086,0.163,0.076,0.02,0.076
kmeans,16.0,18.0,0.252,0.158,0.252,0.16699999999999998,0.08900000000000001,0.16699999999999998,0.066,0.017,0.066
specteral,17.0,19.0,0.256,0.161,0.256,0.18600000000000003,0.1,0.18600000000000003,0.07400000000000001,0.019,0.07400000000000001
fcluster,18.0,20.0,0.235,0.149,0.235,0.163,0.086,0.163,0.076,0.02,0.076
skfuzzy,9.0,11.0,0.203,0.18600000000000003,0.203,0.16899999999999998,0.133,0.16899999999999998,0.036000000000000004,0.012,0.036000000000000004
