,clstr_num,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub
0,2.0,0.8737686462144666,0.08822359259996021,0.1602653451035052,0.33839708783275374,0.8154954954954955,0.03215493478075535,0.06187032657580687,0.30218819270738007
1,3.0,0.7981987053194484,0.10411542273945446,0.1842036892699402,0.48915055009863134,0.7888288288288289,0.04018135761224714,0.07646760868426108,0.46235739125129643
2,4.0,0.7314945116802702,0.12586870717001236,0.21478007561514784,0.6135379171496553,0.7326126126126126,0.049228757536867083,0.09225812307133781,0.5932117218798935
3,5.0,0.6977202364199269,0.15427700158695584,0.25268200698213694,0.7017977345291115,0.7131531531531532,0.06158011015340573,0.11337076076993585,0.6852541028613264
4,6.0,0.6190543202927103,0.17246246128513743,0.269769723729801,0.7578447522014113,0.5347747747747748,0.05818010742149214,0.10494307333286189,0.7426026477945213
5,7.0,0.5785251899802983,0.18943827473388322,0.2854167389870518,0.7906879791755638,0.5102702702702703,0.06525044928805124,0.11570518058506292,0.7799198747280012
6,8.0,0.5716296087813115,0.21946080285266628,0.31715791528401327,0.8221483334350151,0.5016216216216216,0.07520665622129774,0.1308024807367036,0.8118886380737397
7,9.0,0.5616380523501266,0.27844833600781416,0.37231214142450675,0.8631667785166657,0.48864864864864865,0.09460685132212376,0.15852232873509467,0.8536188558761922
8,10.0,0.5506614128905151,0.31132150529079483,0.39776365946632786,0.8795172147316617,0.4807207207207207,0.10613413954968573,0.17387904066736182,0.8711081284444716
9,11.0,0.533211370672671,0.3101162219675888,0.39215483336783274,0.8805645374494133,0.4627027027027027,0.10509084956621378,0.171279930634296,0.8736603420576332
10,12.0,0.5265972417675204,0.31450663977139015,0.39381182908861295,0.8828625465194314,0.4486486486486487,0.10463943519919314,0.1696994479656512,0.8761210420352633
11,13.0,0.5113988179003659,0.3160549660810576,0.3906686734035691,0.8847334919569683,0.44504504504504505,0.1074099843451035,0.17305401807608772,0.8799849510910459
12,14.0,0.4750914719954968,0.3130854122229435,0.3774386494493824,0.8867569601203913,0.412972972972973,0.1062784011870537,0.16905148251954566,0.8854452646777703
13,15.0,0.4691809738249367,0.3444926637735069,0.39728312678741656,0.8971386736623757,0.3978378378378378,0.11407315561066336,0.1773066730908215,0.8958269782197548
14,16.0,0.46594427244582043,0.36813431176339784,0.411304347826087,0.9036259736034002,0.39603603603603604,0.12219257282632866,0.18676183193134507,0.902680332702906
15,17.0,0.4560934421615536,0.391472400048315,0.4213194670133247,0.909472678095703,0.3772972972972973,0.1264645488585578,0.1894336891622942,0.9088930917373356
16,18.0,0.4252744159864903,0.40493099289829826,0.41485345596815154,0.9133162507880341,0.3675675675675676,0.1366742596810934,0.1992576675131862,0.9166412462123523
17,19.0,0.42077117928511115,0.4236927873033867,0.4222269293228836,0.9167937689382385,0.36720720720720723,0.14439563553918094,0.2072823433685924,0.9207491916295528
18,20.0,0.4081058260624824,0.4265333137226063,0.41711614527148505,0.9175868871128465,0.3668468468468468,0.14972790116193557,0.2126592855650721,0.9233522461513433
19,21.0,0.4033211370672671,0.43273441038804167,0.41751037948867364,0.9186850507392268,0.3636036036036036,0.15234787860486185,0.21472653756118323,0.9249588188640108
20,22.0,0.3981142696312975,0.44883388862446455,0.42195540308747853,0.9211864234437598,0.36252252252252254,0.15960653656988735,0.22163472130425202,0.9281516279258943
21,23.0,0.3726428370391219,0.4449672323979163,0.4056061882515126,0.9210847416265023,0.3574774774774775,0.16669467316417408,0.22736649094659636,0.9314461188050353
22,24.0,0.37010976639459614,0.4522008253094911,0.40705773100139303,0.922091391617351,0.35711711711711713,0.1703920220082531,0.2307065533698056,0.9327984869745592
23,25.0,0.3695468618069237,0.4988601823708207,0.4245755860953921,0.9276228824761557,0.3567567567567568,0.18806990881458965,0.24629929095658662,0.9383909869237183
24,26.0,0.32451449479313255,0.47321978247486146,0.38500709575089737,0.9250910052264454,0.338018018018018,0.19248922634927149,0.24529288702928873,0.9413092550790068
25,27.0,0.3235294117647059,0.4791579824927053,0.38625672043010756,0.9257112643117158,0.3365765765765766,0.19466444351813256,0.24666578634623004,0.9419905232546316
26,28.0,0.2998874190824655,0.46599606385305054,0.3649285041527528,0.9245825961401583,0.2810810810810811,0.17056636781106493,0.21230266739248776,0.9411465641713949
27,29.0,0.2986208837602026,0.4701972080655883,0.36526379206472154,0.9250096597726395,0.2810810810810811,0.1728340350099712,0.2140504939626784,0.9417566550749396
