,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub,Recall_n,Precision_n,F1_score_n,Acc_n
online,0.908,0.711,0.787,0.891,0.868,0.546,0.653,0.843,0.831,0.592,0.669,0.844
