,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub,Recall_n,Precision_n,F1_score_n,Acc_n
online,0.674,0.372,0.443,0.634,0.724,0.332,0.419,0.634,0.669,0.33,0.399,0.618
