,Unnamed: 0,clstr_num,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub
specteral,7.0,9.0,0.3267661131438221,0.08819172775266816,0.1388963660834455,0.7072478799341102,0.29621621621621624,0.031220327395647382,0.05648708081363388,0.7207817298110751
agglomerative,1.0,3.0,0.4915564311849142,0.08987983428968427,0.15197198111770974,0.6036137717853294,0.5401801801801802,0.038571391812263586,0.07200153705749557,0.6071014581172595
kmeans,2.0,4.0,0.423444976076555,0.09396077941543844,0.15379504216713522,0.6633111666971712,0.4846846846846847,0.041999750187359484,0.0773010718698813,0.6735098529680923
fcluster,1.0,3.0,0.4915564311849142,0.08987983428968427,0.15197198111770974,0.6036137717853294,0.5401801801801802,0.038571391812263586,0.07200153705749557,0.6071014581172595
