,Recall,Precision,F1_score,Acc,Recall_sub,Precision_sub,F1_score_sub,Acc_sub,Recall_n,Precision_n,F1_score_n,Acc_n
online,1.0,0.193,0.316,0.193,1.0,0.156,0.262,0.156,1.0,0.157,0.271,0.157
